,date,title,target
51635,2021-10-15,«μπάλλος»: πλημμύρισαν σπίτια στην ηλεία,0
45851,2021-07-12,jonas bendiksen: η κατασκευή της πραγματικότητας,0
57140,2022-01-15,ρόζα λούξεμπουργκ: φωτεινό σημείο επαναστατικής αναφοράς,0
38112,2021-03-02,ξεκινά η διαδικασία άρσης ασυλίας του λαγού,0
61059,2022-03-24,νέα φιλαδέλφεια: στη φυλακή ο 31χρονος που βίασε τη 18χρονη,0
58892,2022-02-15,ρόδος: εντοπίστηκε σάκος σε παραλία με 88.880 δισκία,0
58499,2022-02-06,αναβάλλεται επ' αόριστον ο φόρος ρύπων για οχήματα και κτήρια,0
68074,2022-07-27,απεργιακή καθήλωση των αεροπλάνων της lufthansa,0
68880,2022-08-13,μήνυμα μαρινάκη στον μητσοτάκη,0
64928,2022-05-30,θεσσαλονίκη: άνεργος χάνει σε πλειστηριασμό την κατοικία του,0
65041,2022-05-31,γιατί ο μητσοτάκης σκέφτεται πρόωρες κάλπες το φθινόπωρο,0
48406,2021-08-25,μητσοτάκης για πυρκαγιές: δεν ήμασταν αρκετά προετοιμασμένοι,0
38556,2021-03-10,γερμανία: οι «δύσκολες» διαπραγματεύσεις πράσινων - φιλελεύθερων,0
35977,2021-01-26,απαγόρευση συναθροίσεων σε όλη τη χώρα έως την 1η φεβρουαρίου,0
62382,2022-04-16,τσάρλι τσάπλιν: ο θεμέλιος λίθος της 7ης τέχνης,0
45340,2021-07-04,ιερά σύνοδος: να ανοίξουν οι ναοί την μεγάλη εβδομάδα,0
34907,2021-01-10,"κορονοϊός: 2.636 νέα κρούσματα, 32 θάνατοι, 329 διασωληνωμένοι",0
57142,2022-01-15,το «πολυτεχνείο» του 1897: πολιορκούμενοι οπλισμένοι φοιτητές,0
45545,2021-07-07,οι εμβολιασμένοι έναντι του covid-19 είναι λιγότερο μολυσματικοί,0
32479,2020-10-05,η εκδοχή της αστυνομίας για τα επεισόδια στην κυψέλη,0
47807,2021-08-14,"σεισμική δόνηση 7,2 βαθμών στην αϊτή",0
51329,2021-10-12,προβλέψεις τζανάκη για έως 1.800 νεκρούς από κορονοϊό μέχρι τέλος,0
62609,2022-04-20,τηλεμαχία λεπέν - μακρόν: τέσσερα ενδιαφέροντα σημεία,0
68647,2022-08-06,ο οοσα χαμηλώνει τον πήχη της ανάπτυξης για την ελλάδα,0
64523,2022-05-24,φωτιά σε πλοίο στο λιμάνι της ελευσίνας [φωτο],0
30310,2020-06-19,τουρκία και ιταλία θα εργαστούν από κοινού για τη λιβύη,0
71710,2022-12-03,καφετζόπουλος εναντίον μποφίλιου,0
42807,2021-05-21,απόπειρα επανόρθωσης από γ. λοβέρδο,0
70168,2022-09-03,παρέμβαση τολουπάκη στο ευρωκοινοβούλιο,0
49442,2021-09-11,αυτοψία tvxs.gr στην αγορά: πώς εφαρμόστηκαν τα νέα μέτρα;,0
57499,2022-01-21,καταθέτει ξανά στην ανακρίτρια η 24χρονη γεωργία,0
45308,2021-07-03,μεταγωγές: «αποφασίζω εγώ και ο κουμπάρος μου!»,0
69333,2022-08-22,κοινή δήλωση απάντηση κούλογλου-αρβανίτη σε μηταράκη,0
30346,2020-06-20,κοροναϊός: πέθανε 71χρονη από τον εχίνο ξάνθης,0
46979,2021-08-01,jεκινούν η super league 2 και η volley league,0
33177,2020-12-06,απεργία πείνας από κρατούμενο για το δικαίωμα στην εκπαίδευση,0
69977,2022-08-31,«κόβονται» τα κινητά στην επιτροπή θεσμών και διαφάνειας,0
59302,2022-02-21,απάντηση τσακαλώτου για τις αιχμές κατά τσίπρα,0
53650,2021-11-17,ιδρύει κόμμα ο στέφανος χίος και κατεβαίνει στις επόμενες εκλογές,0
63786,2022-05-13,αλκοόλ και ναρκωτικά «πνίγουν» το βρετανικό κοινοβούλιο,0
67083,2022-07-07,συνταξιούχοι κατά μητσοτάκη,0
52241,2021-10-25,η αστυνομία του μητσοτάκη,0
34895,2021-01-10,h ξαφνική επιστροφή του πάνου καμμένου,0
46280,2021-07-20,euro: όταν οι αμερικανοί βλέπουν soccer,0
46814,2021-07-28,φωτιά στη δροσιά αχαΐας,0
37151,2021-02-15,αλέξανδρος μπουρδούμης: οι θύτες έχουν ισχυρές διασυνδέσεις,0
33022,2020-12-04,εξετάσεις τέλος λόγω έλλειψης αντιδραστηρίων στο αλεξάνδρα,0
61164,2022-03-25,η έμμετρη απάντηση του δημήτρη μητσοτάκη στο γιο του μητσοτάκη,0
36136,2021-01-28,"κορονοϊός: 716 νέα κρούσματα, 18 θάνατοι",0
51326,2021-10-12,δελμούζος: ο μεγάλος παιδαγωγός που μισήθηκε,0
44697,2021-06-23,μονή πετράκη: επίθεση με βιτριόλι από ιερέα σε μητροπολίτες,0
36972,2021-02-11,ο δεξιός του κυρίου,0
50739,2021-10-01,κοροναϊός: ανησυχία ειδικών για αύξηση κρουσμάτων στην αττική,0
58177,2022-01-31,αποτεφρώσεις: η πρώτη ποιητική συλλογή της κατερίνας ταγαρά,0
31157,2020-07-06,τραμπ: έτοιμος να κατεβάσει 10.000 στρατιώτες στους δρόμους,0
52905,2021-11-05,για να χτίσουμε ανοσία πρέπει να εμβολιαστεί το 70% του πληθυσμού,0
53799,2021-11-20,"σάμος: 230 χρόνια φυλακή ο ένας, 10 ο άλλος που πνίγηκε το παιδί",0
54242,2021-11-27,h κοινή γνώμη για τη λειτουργία των μμε. δημοκρατία και fake news,0
26230,2020-02-06,"ιγιάντ χαλάκ, ο δολοφονημένος αυτιστικός παλαιστίνιος",0
35073,2021-01-13,αντικυβερνητικά πανό στην τούμπα,0
65427,2022-06-07,συνελήφθη 42χρονος άνδρας στην κρήτη για τη δολοφονία μητέρας του,0
69194,2022-08-19,διασώθηκαν εννέα ανθρωκύχοι στην κολομβία,0
55601,2021-12-17,«τραγουδώντας και για εμάς»: στην μνήμη του fred hampton,0
26808,2020-04-05,κιμούλης: μέχρι τα μέσα ιουνίου θα εργάζονται όλοι εκτός από εμάς,0
68586,2022-08-05,μητσοτάκης: η χώρα μας είναι πιο ισχυρή σήμερα σε όλα τα επίπεδα,0
62899,2022-04-26,φυσικό αέριο - ρούβλια: η πολωνία δέχθηκε τα ρωσικά αντίποινα,0
48795,2021-08-31,μια προοδευτική πλειοψηφία στο βερολίνο;,0
29009,2020-05-22,η aegean να βοηθηθεί και να μετονομαστεί σε ολυμπιακή…,0
48551,2021-08-27,δεν καταθέτει πιστοποιητικό εμβολιασμού ο γεν. γραμματέας οενγε,0
40649,2021-04-14,«ένας κουκουλοφόρος» στην ερτ,0
69916,2022-08-30,gazprom: κλείνει την «στρόφιγγα» του φυσικού αερίου στη γαλλία,0
53170,2021-11-10,αδιέξοδη στρατηγική πίσω από την ελληνογαλλική συμφωνία,0
46665,2021-07-26,"ακροδεξιά με αμετάκλητη καταδίκη, καλεσμένη από την πτδ",0
39625,2021-03-29,tvxs aποκλειστικό για το σκάνδαλο του κέντρου κινηματογράφου,0
37997,2021-02-28,απθ: έντυσαν ... αστυνομικό το άγαλμα του αριστοτέλη,0
58046,2022-01-29,"αγαπητοί γονείς, μην παρακολουθείτε το μάθημα των παιδιών σας",0
66878,2022-07-04,δυσοίωνες προβλέψεις στουρνάρα για πληθωρισμό,0
46794,2021-07-28,θωμαϊδης: ταχύτατη η εξάπλωση του κοροναϊού στην επαρχία,0
38139,2021-03-03,επίδειξη δύναμης και φιλοκυβερνητισμού από τον α. λοβέρδο,0
55740,2021-12-20,αγγίζουν τους 20.000 τα θύματα του κορονοϊού στην ελλάδα,0
70168,2022-09-03,παρέμβαση τολουπάκη στο ευρωκοινοβούλιο,0
41533,2021-04-30,η ζωή εν τάφω για τους άμαχους - απόμαχους,0
46160,2021-07-17,διαδηλώσεις κατά της pfizer στη νέα υόρκη: «η απλησίασκοτώνει»,0
69012,2022-08-16,σταδιακή άνοδος της θερμοκρασίας μέχρι το σάββατο 20 αυγούστου,0
70531,2022-10-01,περιφέρεια αττικής: ο α. λοβέρδος απέναντι στον γ. πατούλη;,0
52543,2021-10-30,αυξήσεις στην ενέργεια: ανησυχία σε επιχειρήσεις και καταναλωτές,0
63955,2022-05-16,αναγνωστάκης: η αγάπη είναι ο φόβος που μας ενώνει με τους άλλους,0
27823,2020-04-26,ο κοροναϊός κάνει καλό στις κυβερνήσεις,0
66658,2022-06-30,υπόθεση novartis: στο ειδικό δικαστήριο παραπέμπονται,0
49587,2021-09-13,κορονοϊός: τρίτη δόση εμβολίου και για τους υγειονομικούς,0
41623,2021-05-02,το μέρα25 αναστέλλει την ιδιότητα μέλους του δήμου μούτση,0
54394,2021-11-30,ηπα: τρεις μαθητές νεκροί μετά από πυροβολισμούς σε γυμνάσιο του,0
35351,2021-01-17,συριζα: η μάχη των «ρευμάτων» και ο αλέξης τσίπρας,0
39987,2021-04-03,google: σταματάει τις διαφημίσεις που βασίζονται σε συνήθειες μας,0
45869,2021-07-12,δεν ήξερε η μ. γκάγκα ότι οι εμβολιασμένοι ανήλικοι δεν έχουν,0
44707,2021-06-23,θεσσαλονίκη: αστυνομικός πήρε τα γλυκά και ξέχασε το όπλο,0
31414,2020-07-15,διεθνής διασυρμός για τη λίστα πέτσα,0
66518,2022-06-28,ξεπέρασαν τις 20.000 τα ημερήσια κρούσματα,0
39538,2021-03-27,"πόλεμος γονέων σχολαρχών, πιέσεις σχολαρχών σε κεραμέως",0
57652,2022-01-24,φωτιά ξέσπασε στο νοσοκομείο της κορίνθου,0
51523,2021-10-14,εξεταστική για λίστες πέτσα: το μαξίμου ψάχνει απαντήσεις,0
52759,2021-11-02,ford ecall: όταν η ford καλεί την πολιτική προστασία,0
37501,2021-02-19,νέα μήνυση κατά του γνωστού ηθοποιού-σκηνοθέτη για βιασμό παιδιού,0
70730,2022-10-04,γαλλικές εκλογές: μακρόν και λεπέν τα φαβορί,0
69427,2022-08-23,πυρά της αντιπολίτευσης για τις ανακοινώσεις σκρέκα,0
26158,2020-02-04,νοσοκομειακοί γιατροί: μας λογόκρινε η ερτ,0
45393,2021-07-04,liberal σε χρυσοχοΐδη για φουρθιώτη:,0
66855,2022-07-04,«αγαπάμε τον έρωτα περισσότερο από τα ίδια τα άτομα»,0
65964,2022-06-20,διακοπή της ροής αερίου στην ελλάδα από 21 μέχρι τις 27 ιουνίου,0
62422,2022-04-17,κύπελλο αγγλίας: στο τελικό λίβερπουλ-τσέλσι,0
30739,2020-06-27,υπό έλεγχο φωτιά στη βάρη αττικής,0
65081,2022-06-01,ιταλία: υποχρεωτικός ο εμβολιασμός όλων των πολιτών άνω των 50,0
33954,2020-12-23,αποτυχία ή εξαπάτηση με τους θανάτους εκτός μεθ;,0
60700,2022-03-18,λβίβ: μια συμβολική κίνηση με 109 άδεια καροτσάκια μωρών,0
62575,2022-04-19,συναγερμός για κρούσματα αγνώστου προελεύσεως παιδικής ηπατίτιδας,0
39739,2021-03-30,ενδονοσοκομειακή διασπορά του κορονοϊού στο παγνη,0
70337,2022-09-06,τέλος η αγορά ομολόγων από την εκτ – τι ανακοίνωσε για ελλάδα,0
36134,2021-01-28,επιμένει στους ισχυρισμούς του ο βιαστής της 11χρονης,0
31084,2020-07-05,πέφτει η νύχτα στο παλέρμο,0
39766,2021-03-31,πόσο ελεύθερη είναι η δημοσιογραφία σήμερα;,0
57911,2022-01-27,αυτό το suv έχει κάτι από τον batman: nissan juke kiiro,0
35401,2021-01-18,διευκρινίσεις για τους δικαιούχους και τα ποσά αποζημίωσης,0
68825,2022-08-08,αργυρούπολη: πιτσαρία με αδήλωτο τζίρο 635.000 ευρώ,0
42458,2021-05-15,υπουργοί που καίγονται στο μέγαρο μονταλμπάνο,0
71029,2022-11-01,στενεύει ο κλοιός για τον μπόρις τζόνσον,0
62354,2022-04-15,η ευπ παρακολουθούσε τον θανάση κουκάκη;,0
69048,2022-08-16,πρωταθλήτρια ευρώπης στο βάδην η αντιγόνη ντρισμπιώτη,0
28845,2020-05-20,νίκος καρούζος: ο δρόμος για το έαρ,0
70367,2022-09-06,πρόγραμμα «φώφη γεννηματά»: δωρεάν ψηφιακή μαστογραφία,0
36280,2021-01-31,κώστας αρζόγλου για κιμούλη: «μου είχε κάνει τη ζωή κόλαση»,0
35809,2021-01-24,η κολχικίνη στη μάχη κατά του κορονοϊού,0
63113,2022-04-29,μπορεί η ασία να σώσει τον πούτιν από την ενεργειακή απαγόρευση;,0
49895,2021-09-18,"«μην τους φοβάσαι, στον φόβο σου ποντάρουν»: σήμερα η πορεία",0
28933,2020-05-21,ο ν. κακλαμάνης για τα τεστ κορονοϊού,0
53447,2021-11-15,άρειος πάγος: παρέμβαση για την κλήση πολάκη σε ανωμοτί κατάθεση,0
38183,2021-03-03,πελώνη: κωδικός 6 μόνο για μετακινήσεις με τα πόδια,0
57538,2022-01-22,κακοκαιρία ελπίς: στην «κατάψυξη» η χώρα,0
44654,2021-06-22,οριστικά στο γουέμπλεϊ ημιτελικός και υελικός του euro 2020,0
65767,2022-06-16,η περιοδεία του α. τσίπρα στην εύβοια και οι οργισμένοι κάτοικοι,0
58936,2022-02-15,ουκρανία : το βρόμικο θέατρο σε βάρος της ευρώπης,0
71485,2022-11-07,σήμα λιτότητας από το eurogroup προς την αθήνα,0
35029,2021-01-12,μπορούμε να μάθουμε από τα συστήματα διατροφής των αυτόχθονων,0
41595,2021-05-01,ανοίγουν πάλι στις 11 ιανουαρίου τα καταστήματα με click away,0
38997,2021-03-18,απάντηση ραγκούση στην προσωπική επίθεση από μητσοτάκη,0
71988,2022-12-07,αμερικανικό πεντάγωνο: νεκρός ο ηγέτης του ισλαμικού κράτους,0
68157,2022-07-28,πορτοσάλτε: δεν συνδέεται ο νόμος παρασκευόπουλου με λιγνάδη,0
44067,2021-06-13,"ο κύκλος της ζωής, για το συμβάν με τον έρικσεν",0
47529,2021-08-09,σπίρτζης: επιβεβαιώνει η κυβέρνηση τις πληροφορίες,0
59394,2022-02-22,κορονοϊός: αν κάνατε την τρίτη δόση εμβολίου δεν χρειάζεται άλλη,0
41210,2021-04-25,αστέρας τρίπολης-άρης 1-1 για την 6η των play-off,0
69826,2022-08-29,υποκλοπές: το παιχνίδι αντιπερισπασμών του κ. μητσοτάκη,0
69907,2022-08-30,ο γιάννης μπρατάκος αναλαμβάνει το ρόλο δημητριάδη,0
70076,2022-09-02,τρίκαλα: επίθεση με καπνογόνα σε λύκειο,0
48096,2021-08-19,σύλληψη άνδρα για πεντάμηνη αιχμαλωσία γυναίκας στην πάτρα,0
71251,2022-11-04,ένοχος για σεξουαλική κακοποίηση 15χρονου βρετανός βουλευτής,0
29762,2020-06-05,τρεις νέες feelgood dramedies από το φεστιβάλ δράμας,0
54029,2021-11-24,μις υφήλιος: αποχώρησε η σταρ ελλάς ραφαέλα πλαστήρα,0
63422,2022-05-04,νέες κυρώσεις εε σε ρωσία: απαγόρευση εισαγωγών άνθρακα και βότκα,0
31245,2020-07-12,στον ξένο τύπο οι διπλοκαταγραφές του εοδυ,0
44399,2021-06-18,μπαλάσκας για δολοφόνο της καρολάιν,0
62904,2022-04-26,μαγική ομορφιά σε απόσταση αναπνοής από την αθήνα [βιντεο],0
59303,2022-02-21,μυστικές γιορτές: θεατρική μουσική παράσταση & παρουσίαση δίσκου,0
65754,2022-06-16,η μαθητική εξέγερση του σοβέτο,0
57078,2022-01-14,μήλος: προσγείωση θρίλερ αεροπλάνου - πώς βρέθηκε εκτός πίστας,0
59393,2022-02-22,η ανεπανάληπτη κατίνα παξινού,0
42621,2021-05-18,πόσα πτηνά πετούν στη γη;,0
62213,2022-04-14,πόσοι ουκρανοί πρόσφυγες έφτασαν στην ελλάδα,0
48881,2021-09-02,κοροναϊός: sos εκπέμπουν εκ νέου τα νοσοκομεία της αττικής,0
53579,2021-11-16,άδεια παρασκευής του χαπιού της pfizer σε 95 φτωχές χώρες,0
59993,2022-03-03,"οι μπάμπουσκες του λένιν, oι gretsiki rayion και η κριτική του",0
61292,2022-03-28,γερμανία: η χρήση του συμβόλου «ζ» τιμωρείται,0
71930,2022-12-06,ευλογιά των πιθήκων: παιδιά και έγκυες κινδυνεύουν περισσότερο,0
50685,2021-09-30,οι δήμαρχοι περάματος και κερατσινίου-δραπετσώνας στο tvxs.gr,0
60629,2022-03-17,πάτρα: τι δείχνουν οι ιστολογικές εξετάσεις της τζωρτζίνας,0
60603,2022-03-17,tvxs podcast: υπόθεση μποφίλιου,0
33229,2020-12-07,"ένας  χρόνος νδ, χορτάσαμε ξύλο !",0
70762,2022-10-04,guardian για την νέα αναβολή της δίκης των αμίρ και ακίφ,0
51431,2021-10-13,eνέργεια: τα άμεσα μέτρα που προτείνει η ευρωπαϊκή επιτροπή,0
41312,2021-04-26,ford: αυξημένες πωλήσεις στην ευρώπη. δημοφιλέστερο το suv puma,0
32577,2020-10-06,στους δρόμους ξανά οι εργαζόμενοι σε επισιτισμό-τουρισμό,0
65091,2022-06-01,πέθανε ο σκηνοθέτης πίτερ μπογκντάνοβιτς,0
31102,2020-07-05,εκνευρισμός πέτσα - μενδώνη για ξαρχάκο,0
34498,2021-01-04,θεσσαλονίκη: αυξημένο κατά 61% το ιικό φορτίο των λυμάτων,0
28649,2020-05-16,αφιέρωμα στον σπουδαίο σουηδό σκηνοθέτη,0
67600,2022-07-19,οι 50 καλύτερες σαλάτες του κόσμου - 8 ελληνικές μέσα στη λίστα,0
59474,2022-02-23,euroferry olympia: εντοπίστηκε δεύτερος νεκρός στο πλοίο,0
54247,2021-11-27,απόλλων-λαμία 0-0 για την 11η αγωνιστική της super league 1,0
28348,2020-05-06,σύνταγμα:χημικά και προσαγωγές στην πορεία για τον τζορτζ φλόυντ,0
49865,2021-09-17,«κλειδώνει» η τρίτη δόση εμβολίου στους άνω των 60,0
57269,2022-01-18,ο πολάκης και η γκρίνια,0
31610,2020-07-20,αίγυπτος: «πράσινο φως» για στρατιωτική επέμβαση στη λιβύη,0
59694,2022-02-27,παναθηναϊκός-αεκ 3-0 για την  25η αγωνιστική της super league 1,0
64190,2022-05-19,ανοιχτή επιστολή στον νίκο στεφανή,0
29782,2020-06-06,πώς και γιατί η d-day δεν ξεκίνησε απ' την ελλάδα,0
36572,2021-02-06,συσκευές που καθαρίζουν τον αέρα τοποθετούνται στην ομόνοια,0
64484,2022-05-23,αστυπάλαια: η πανέμορφη φυσική γέφυρα που ενώνει τις κυκλάδες,0
26841,2020-04-05,κεφαλονιά: ξεσηκωμός κατά του αντι-περιβαλλοντικού νομοσχεδίου,0
58679,2022-02-08,γυναικοκτονία στο περιστέρι: νεκρή 17χρονη,0
59382,2022-02-22,«όχι πια ψώνια στο μιλάνο»: το σχόλιο του ζοζέπ μπορέλ που…,0
44735,2021-06-23,απίθανο αυτογκόλ από τον τερματοφύλακα της σλοβακίας,0
33238,2020-12-12,ξάνθη: πλημμύρισε ο κάμπος – σοβαρές ζημιές [βίντεο],0
35619,2021-01-21,η ομιλία σε κλειστό χώρο μπορεί να εξαπλώσει τον κορονοϊό,0
47236,2021-08-04,πώς το mrna μπορεί να αλλάξει τον κόσμο,0
38225,2021-03-04,30 χρόνια από τότε που η skoda έγινε volkswagen,0
62211,2022-04-14,πανελλήνιες 2022: οι συντελεστές βαρύτητας για όλες τις σχολές,0
34190,2020-12-29,χάος στα καλλιτεχνικά σχολεία,0
46118,2021-07-16,γ. βαρουφάκης: ναι στο εμβόλιο οχι στη διχόνοια,0
56636,2022-01-05,ποδοσφαιριστής στη λαμία έπαθε ανακοπή στο γήπεδο,0
55960,2021-12-24,εξαντλούνται στα φαρμακεία οι μάσκες k95 - στα ύψη οι τιμές,0
35891,2021-01-25,o φράνσις μπέικον για τον έρωτα,0
59489,2022-02-24,οι περιοχές που έχει χάσει μέσα σε 15 ώρες,0
26873,2020-04-05,τουρκική παρενόχληση του ελικοπτέρου του υπ. άμυνας,0
53007,2021-11-06,η ταυτότητα του euro 2020,0
47137,2021-08-03,νέα σμύρνη: μήνυση κατά παντός υπευθύνου από τον γ. γ.,0
40012,2021-04-03,το αυτογκόλ δρίτσα νέο όπλο στο πολιτικό κλωτσοσκούφι,0
62086,2022-04-08,ερώτηση κούλογλου για τις συνεχείς βλάβες στην τραινοσε,0
29131,2020-05-24,μωυσής μητσοτάκης εβρος φιάσκο,0
40068,2021-04-06,γερμανία: γιατί η ελλάδα έμεινε εκτός της διάσκεψης για τη λιβύη,0
57754,2022-01-25,κοσμοσυρροή στον προαστιακό: εγκλωβισμένοι πηδάνε στις γραμμές,0
49543,2021-09-12,τσίπρας: ο κύριος μητσοτάκης δίνει μια εικόνα άλλης χώρας,0
65470,2022-06-07,τσίπρας σε μητσοτάκη: «η κοινωνία δεν σας αντέχει άλλο»,0
62464,2022-04-18,συριζα: το παρασκήνιο της επεισοδιακής αυλαίας του συνεδρίου,0
30914,2020-06-30,από τον ψευδο-μωυσή στις ψευδοπιπεριές,0
33310,2020-12-13,τεράστιο παγόβουνο «απειλεί» νησί στον νότιο ατλαντικό,0
43019,2021-05-25,"το σύστημα, το σύστημα...",0
54502,2021-12-01,η κλήρωση για τον 4ο γύρο του κυπέλλου αγγλίας,0
45196,2021-07-01,καμύ: να γιατί η ελευθερία είναι πολύ βαριά να τη σηκώσεις,0
69174,2022-08-19,πόσο εύκολα ένας έφηβος εξελίσσεται σε νεοναζιστή μακελάρη,0
63696,2022-05-08,βρετανία: παγώνει για 8 ημέρες λόγω απεργίας,0
63196,2022-04-30,ααδε: 30 ερωτήσεις - απαντήσεις για τις φορολογικές δηλώσεις,0
55288,2021-12-13,τουρκία: εταιρία βρήκε πετρέλαιο στα σύνορα με συρία,0
65090,2022-06-01,υπό εξέταση το «πάγωμα» πιστοποιητικού εμβολιασμού για νοσούντες,0
66430,2022-06-27,θετική στον κορονοϊό η νίκη κεραμέως,0
51754,2021-10-18,συνεληφθησαν ακτιβιστές στη ακρόπολη - οι αντιδράσεις των διεθνών,0
28405,2020-05-13,covid-19: άμεσες και έμμεσες επιπτώσεις,0
39616,2021-03-29,προειδοποίηση εοφ για επικίνδυνο συμπλήρωμα διατροφής,0
37076,2021-02-13,tvxs cinema: ταινίες που αξίζει να δούμε το σάββατο,0
37745,2021-02-24,ένωση δικαστών και εισαγγελέων για κουφοντίνα,0
55209,2021-12-12,το διχαστικό ανάθεμα της εκκλησίας στον βενιζέλο,0
61207,2022-03-27,κορoνοϊός: η ελλάδα ξεπέρασε την ιταλία και το βέλγιο σε θανάτους,0
60363,2022-03-13,νεκρός 52χρονος εργαζόμενος στα χανιά,0
40331,2021-04-10,κατερίνα γώγου: σημασία έχει να παραμένεις άνθρωπος,0
27343,2020-04-17,στους 106 οι νεκροί από τον κοροναϊό,0
63508,2022-05-05,ο ουκρανός πρέσβης που έχει εξοργίσει τους γερμανούς,0
32689,2020-10-12,μυστικές επαφές μητσοτάκη με άγκυρα καταγγέλλει η «δημοκρατία»,0
41376,2021-04-27,εθνικό συμβούλιο για τις γερμανικές οφειλές για την 27η απριλίου,0
59806,2022-03-01,μεγάλο ανακάτεμα στη νδ φέρνει η «όμικρον»,0
41594,2021-05-01,δυο επιπλέον μισθοί σε συνεργάτες του γεν. γραμματέα της βουλής,0
56422,2022-01-02,"ο μηταράκης, ο γεωργιάδης, οι πρόσφυγες και οι κινέζοι",0
64450,2022-05-23,θέμα «τσάμηδων» έθεσε η υπουργός εξωτερικών της αλβανίας,0
58297,2022-02-02,κύκλοι της κομισιόν πιέζουν για τεχνοκρατική κυβέρνηση στην αθήνα,0
29613,2020-06-04,τι υποστήριξε ο συλληφθείς για την διαμαρτυρία στην εκκλησία,0
27800,2020-04-25,επίθεση με μολότοφ σε σύνδεσμο του ολυμπιακού στον κορυδαλλό,0
58604,2022-02-07,νέα αύξηση των τιμών των ακτοπλοϊκών εισιτηρίων από 4% έως 8%,0
42570,2021-05-17,δυο κόσμοι στη νδ,0
46067,2021-07-15,"σταϊκούρας: σε 36 άτοκες ή 72 δόσεις με επιτόκιο 2,5% τα χρέη",0
28232,2020-05-05,καθηγητής ιωαννίδης: το lockdown δεν είναι το σωστό φάρμακο,0
28861,2020-05-20,κίνα: o κοροναϊός ίσως μεταλλάσσεται με άγνωστους τρόπους,0
61130,2022-03-25,η συνομιλία του θεόδωρου κολοκοτρώνη με τον ιωσήφ πέκιο,0
46988,2021-08-01,συζήτηση πολιτικών αρχηγών στη βουλή στις 15 ιανουαρίου,0
53550,2021-11-16,κράτος φουρθιώτη και ο άδωνις που δεν το κλείνει!,0
29729,2020-06-05,τζορτζ κλούνεϊ: αφιέρωμα στον βραβευμένο με όσκαρ ηθοποιό,0
67700,2022-07-20,ερντογάν: ο μπάιντεν μου είπε ότι θα κάνει τα πάντα για τα f-16,0
45105,2021-06-29,προνόμια στους εμβολιασμένους: το ελληνικό πείραμα που διχάζει,0
58582,2022-02-07,"κόντρα νδ - πασοκ για εκλογές, συνεργασίες και πρωθυπουργό",0
51887,2021-10-19,ο εγκλωβισμός μητσοτάκη στην εξεταστική για την λίστα πέτσα,0
49215,2021-09-07,σταθερά ψηλά τα κρούσματα,0
64220,2022-05-19,euroleague: η μεγάλη ώρα του final 4 έφτασε,0
62637,2022-04-20,δημοσκόπηση: πλειοψηφικό «ναι» των σουηδών για νατο,0
36246,2021-01-30,530 ηλεκτρικά λεωφορεία για το αμβούργο,0
49366,2021-09-10,ύδρευση - αποχέτευση στη βιπε θεσσαλονίκης: μια ιδιωτικοποίηση,0
44611,2021-06-21,κοινότητα γεωργιανής διασποράς για γυναικοκτονία στα γλυκά νερά,0
71132,2022-11-02,"βιλερμπάν-παναθηναϊκός 63-76, 26η αγωνιστική ευρωλίγκας",0
29273,2020-05-26,συλλαλητήριο ενάντια στο «αντιεκπαιδευτικό» νομοσχέδιο,0
43425,2021-06-02,επίθεση του δήμου πατρέων σε κυβέρνηση αυγενάκη,0
32022,2020-08-12,προς έγκριση από την fda το εμβόλιο της pfizer,0
53492,2021-11-15,βόρεια μακεδονία: «με την θέληση» του απείχε από την ψηφοφορία,0
48691,2021-08-30,η νεφέλη φασούλη στην ταράτσα του gazarte σε μία μεγάλη γιορτή,0
63973,2022-05-16,ένταξη σουηδίας – φινλανδίας στο νατο: νέα γεωστρατηγικά δεδομένα,0
71033,2022-11-01,νέος αντιδήμαρχος θεσσαλονίκης είχε χαρακτηρίσει τους,0
54543,2021-12-02,όταν η μενδώνη διόριζε τον λιγνάδη για το δημόσιο συμφέρον,0
46956,2021-07-31,φωτιά στην ζήρια αχαΐας,0
59828,2022-03-01,νοσοκομείο κέρκυρας: απευθείας ανάθεση 17 χιλ. ευρώ στη νδ,0
59423,2022-02-23,πόσο εξαρτημένη είναι η ευρώπη από το ρωσικό φυσικό αέριο,0
40364,2021-04-10,"ιδού το νέο volkswagen polo: υψηλή τεχνολογία, αλλά από €17.750",0
41324,2021-04-27,αυτοί είναι οι κορυφαίοι βρετανοί ηθοποιοί του 21ου αιώνα,0
49203,2021-09-07,aλ. τσίπρας στο συνέδριο του economist,0
36604,2021-02-06,αντισυριζα χωρίς κυτταρίτιδα,0
45012,2021-06-28,λινού για μετάλλαξη δέλτα: μοιάζει με νέα πανδημία,0
44567,2021-06-20,κινητοποίηση στη ριτσώνα για την παγκόσμια ημέρα πρόσφυγα,0
52398,2021-10-27,φονική καταδίωξη στο πέραμα: κατέθεσαν οι αστυνομικοί,0
49409,2021-09-11,ο ερντογάν πίσω από την κρίση στη βόρεια μακεδονία;,0
52582,2021-10-30,τι συμβαίνει στη σουηδία με τον κορονοϊό - η σύγκριση με ελλάδα,0
62745,2022-04-22,το ωράριο καταστημάτων μ. παρασκευή - μ. σάββατο,0
33669,2020-12-18,σε 1.500 σελίδες η ντροπή της ευρώπης,0
